CNTYVTD,CruzR_18G_U.S. Sen,O'RourkeD_18G_U.S. Sen,DikemanL_18G_U.S. Sen
"1571094",1,4,0
"1571097",1544,1533,22
"1571103",2086,1131,21
"1571109",273,274,1
"1571114",180,2083,7
"1571118",1919,1687,26
"1571120",1330,751,16
"1571128",1458,779,7
"1571134",495,1522,9
"1571141",1046,621,10
"1571152",529,356,4
"1571153",64,1189,3
"1571154",659,840,12
"1572016",816,1238,19
"1572017",67,1310,8
"1572022",1113,965,20
"1572023",109,1059,3
"1572031",74,1376,8
"1572033",179,504,0
"1572034",126,2025,8
"1572036",28,560,3
"1572043",91,318,0
"1572050",75,1728,6
"1572051",49,1279,7
"1572052",53,1271,4
"1572055",21,545,2
"1572056",83,278,0
"1572059",93,1224,5
"1572060",344,1360,11
"1572061",1125,1541,13
"1572066",402,1857,13
"1572070",313,480,8
"1572075",75,979,6
"1572077",131,1002,4
"1572078",78,260,1
"1572081",184,535,5
"1572088",387,1040,10
"1572089",32,770,1
"1572090",246,248,7
"1572091",124,296,2
"1572092",179,330,2
"1572093",59,174,0
"1572096",343,950,5
"1572099",560,1300,9
"1572100",393,936,5
"1572101",363,1355,13
"1572106",474,1678,8
"1572108",683,2469,12
"1572112",26,114,0
"1572115",212,747,3
"1572116",57,1193,4
"1572123",41,934,2
"1572136",72,124,0
"1572137",72,184,1
"1572138",49,191,0
"1572139",4,28,0
"1572151",489,1018,8
"1572157",744,1132,17
"1573004",1514,1022,31
"1573005",1705,555,10
"1573006",2979,1566,27
"1573009",1426,711,9
"1573014",1981,1024,17
"1573019",454,160,7
"1573032",401,1021,12
"1573038",1722,1437,27
"1573041",872,384,7
"1573053",0,0,0
"1573057",1572,1142,19
"1573063",1498,550,20
"1573069",144,145,3
"1573083",717,1705,16
"1573095",802,883,13
"1573098",460,877,7
"1573104",1984,963,24
"1573113",375,2316,10
"1573122",1649,881,26
"1573130",1515,1181,24
"1573132",1544,1299,24
"1573133",1471,866,27
"1573142",1317,1109,26
"1573143A",615,533,4
"1573143B",7,6,0
"1573143C",59,51,0
"1573143D",72,62,0
"1573143E",203,176,2
"1573143F",254,220,2
"1573143G",296,257,3
"1573143H",297,258,3
"1573143I",117,102,1
"1573144",1605,1079,14
"1573145",776,679,10
"1573146",1747,1730,24
"1573148",2894,1663,28
"1573149",2546,639,24
"1573150",938,2474,11
"1573156",1158,434,14
"1573159",792,760,13
"1573160",404,453,5
"1574011",577,454,10
"1574020",1265,694,15
"1574026",946,997,8
"1574027",0,0,0
"1574028",728,800,7
"1574029",823,447,14
"1574030",993,854,11
"1574035",453,591,9
"1574039",177,376,2
"1574042",465,222,1
"1574044",922,1402,17
"1574045",455,629,5
"1574046",873,1093,5
"1574047",223,302,1
"1574049",631,1447,18
"1574062",932,1396,12
"1574064",338,311,8
"1574065",1230,1805,26
"1574071",101,166,0
"1574079",129,134,4
"1574080",346,455,6
"1574082",2025,1580,18
"1574084",490,518,9
"1574086",346,914,10
"1574102",507,962,11
"1574105",515,593,2
"1574107",841,542,7
"1574110",727,811,18
"1574111",410,416,6
"1574117",974,1782,32
"1574119",1248,902,14
"1574121",163,253,4
"1574124",765,1512,13
"1574125",719,1530,13
"1574126",696,1304,14
"1574127",704,1089,14
"1574129",1623,2185,22
"1574131",624,576,5
"1574135",1503,2546,21
"1574140",1063,951,18
"1574147",615,1742,12
"1574155",324,1004,3
"1574158",317,1007,5
"1590101",541,111,3
"1590102",269,32,1
"1590201",327,38,4
"1590202",387,130,5
"1590301",413,65,6
"1590302",339,72,6
"1590401",629,107,8
"1590402",395,84,2
"1610001",1397,218,9
"1610002",569,216,6
"1610003",83,5,0
"1610004",225,29,2
"1610005",864,285,12
"1610006",280,41,1
"1610007",296,86,2
"1610008",283,56,3
"1610009",246,58,0
"1610010",206,13,1
"1610011",202,160,2
"1610012",62,23,0
"1610013",173,24,1
"1610014",219,43,1
"1610015",138,22,0
"1630001",207,327,4
"1630002",78,249,2
"1630003",49,252,1
"1630004A",316,280,2
"1630004B",2,2,0
"1630005",212,72,3
"1630006",180,81,3
"1630008",126,265,1
"1630009",189,301,9
"1630010",277,187,3
"1650002",764,102,5
"1650003",1135,114,9
"1650004",455,90,3
"1650005",129,11,0
"1650006",80,25,0
"1650007",102,70,0
"1650008",377,72,1
"1650009",275,29,1
"1670103",557,163,5
"1670104",430,103,5
"1670105",83,102,2
"1670142",663,584,11
"1670144",844,418,11
"1670146",900,654,10
"1670148",1109,723,22
"1670150",783,497,8
"1670151",1211,411,13
"1670152",1972,967,25
"1670159",1221,772,14
"1670165",1802,898,18
"1670166",1098,594,18
"1670167",2191,1026,24
"1670168",0,0,0
"1670169",1,0,0
"1670170",1177,566,12
"1670172",221,67,0
"1670192",207,107,5
"1670193",972,507,20
"1670197",273,130,3
"1670218",848,1056,20
"1670219",625,620,8
"1670220",1780,1206,25
"1670221",965,399,6
"1670223",766,905,18
"1670224",889,965,14
"1670225",1415,434,13
"1670226",874,424,12
"1670227",1371,332,10
"1670228",1594,307,16
"1670232",521,528,15
"1670258",1049,199,6
"1670263",2687,1381,32
"1670274",411,151,3
"1670275",187,82,2
"1670276",688,618,9
"1670277",1140,231,5
"1670278",1243,279,11
"1670279",569,108,7
"1670280",141,120,1
"1670281",87,27,1
"1670283",1129,723,12
"1670301",255,417,1
"1670306",975,1719,18
"1670309",39,24,1
"1670311",75,404,4
"1670312",7,31,1
"1670314",459,1512,17
"1670315",626,1327,13
"1670316A",316,779,10
"1670316B",0,0,0
"1670330",410,817,14
"1670331",241,957,7
"1670334",100,498,4
"1670336",225,1873,13
"1670338",625,1145,14
"1670340",29,265,0
"1670341",263,293,5
"1670343",310,504,5
"1670345",39,293,3
"1670347",144,408,3
"1670389",97,206,0
"1670391",27,27,1
"1670394",7,15,0
"1670398",101,141,2
"1670399",54,76,0
"1670401",0,0,0
"1670439",1266,639,15
"1670453",1791,1013,30
"1670454",1478,977,25
"1670455",664,400,11
"1670456",1704,569,13
"1670457",2031,711,28
"1670460",2503,796,26
"1670461",1750,588,12
"1670462",2237,804,16
"1670464",1208,546,21
"1670471",780,589,16
"1670482",96,11,2
"1670487",2264,1183,37
"1670488",1462,820,25
"1670490",1813,959,26
"1671051",151,198,3
"1671651",0,0,0
"1672321",0,0,0
"1672322",0,0,0
"1672323",237,35,2
"1672801",0,0,0
"1673061",0,1,0
"1673301",0,0,0
"1673311",76,109,0
"1674391",12,2,0
"1690001",256,42,3
"1690002",360,40,1
"1690003",201,40,10
"1690004",122,53,1
"1690005",60,14,0
"1690006",69,14,1
"1710001",1089,310,5
"1710002",603,192,3
"1710003",584,172,9
"1710004",1336,391,15
"1710005",1107,218,8
"1710006",418,94,3
"1710007",1390,340,10
"1710008",205,47,1
"1710009",125,23,0
"1710010",463,135,4
"1710012",1125,292,11
"1710013",949,230,8
"1710015",496,128,4
"1730001",161,6,1
"1730002",103,15,1
"1730003",110,7,0
"1730004",139,9,2
"1750011",273,202,8
"1750012",228,24,3
"1750021",288,202,7
"1750022",87,48,1
"1750031",359,99,4
"1750032",365,40,1
"1750041",186,37,0
"1750042",339,40,3
"1750043",201,25,2
"1770001",1005,315,5
"1770002",517,246,4
"1770003",517,179,3
"1770005",282,73,5
"1770007",214,42,3
"1770008",164,32,0
"1770009",290,239,3
"1770010",215,57,2
"1770011",133,15,1
"1770012",78,21,1
"1770013",165,28,1
"1770014",49,12,3
"1770015",184,21,0
"17704/6",361,142,0
"1790001",189,14,0
"1790002",1067,116,9
"1790003",83,2,0
"1790004",367,41,1
"1790005",1387,164,10
"1790006",1424,149,8
"1790007",729,129,12
"1810101",888,822,17
"1810102",344,776,12
"1810103",261,65,0
"1810104",485,96,6
"1810105",2469,644,39
"1810106",1151,275,20
"1810107",944,161,7
"1810108A",716,132,3
"1810108B",81,15,1
"1810201",1098,546,14
"1810202",1123,489,7
"1810203",229,216,2
"1810204",462,139,3
"1810205A",1759,418,6
"1810205B",0,0,0
"1810206",604,201,2
"1810207",488,95,4
"1810208",592,215,1
"1810209",563,118,3
"1810210",955,168,5
"1810301",545,317,7
"1810302",1841,997,26
"1810303",457,92,1
"1810304",1034,574,22
"1810305",675,147,5
"1810306",1851,307,16
"1810307",946,159,12
"1810308",554,80,6
"1810309",342,82,1
"1810401",343,373,3
"1810402",901,394,9
"1810403",1360,344,12
"1810404",1628,413,15
"1810405",159,89,2
"1810406",1342,216,13
"1810407",36,38,0
"1810408A",581,200,10
"1810408B",41,14,0
"1810409",1807,730,20
"1830001",673,290,6
"1830002",1525,611,12
"1830003",1371,540,17
"1830004",1591,473,8
"1830005",1572,469,11
"1830006",1144,220,13
"1830007",1338,332,13
"1830008",1742,611,15
"1830009",1752,653,18
"1830010",1185,674,16
"1830011",1721,569,11
"1830012",2111,313,21
"1830013",1031,339,10
"1830014",1923,363,11
"1830015",376,209,10
"1830016",1719,353,10
"1830017",160,185,3
"1830018",830,988,9
"1830019",229,1288,3
"1830020",259,883,4
"1830021",317,770,13
"1850001",981,163,9
"1850002",414,49,3
"1850003",152,434,4
"1850004",618,133,5
"1850005",619,193,3
"1850006",615,348,9
"1850007",469,105,7
"1850008",223,63,1
"1850009",186,40,2
"1850010",757,113,9
"1850011",134,24,1
"1850012",377,139,2
"1850014",702,188,9
"1850015",243,42,6
"1870101",262,103,4
"1870102A",404,178,5
"1870102B",6,3,0
"1870103",328,126,3
"1870104",268,238,5
"1870105",1163,324,19
"1870106",1294,586,19
"1870107",555,140,11
"1870108",265,160,5
"1870109",250,55,1
"1870110",87,61,2
"1870111",30,33,1
"1870112",59,165,2
"1870113",382,188,9
"1870114",276,163,9
"1870115",149,27,0
"1870116",981,339,10
"1870117",1746,770,20
"1870118",22,21,0
"1870119",822,261,13
"1870120",545,168,5
"1870121",62,27,2
"1870122",20,7,0
"1870123",0,1,0
"1870124",2,0,0
"1870125",90,19,0
"1870126",11,2,1
"1870127",11,4,0
"1870201",119,92,1
"1870202",134,323,3
"1870203",45,131,1
"1870204",251,364,6
"1870205",485,172,6
"1870206",356,603,7
"1870207",147,251,5
"1870208",1414,448,24
"1870209",89,229,1
"1870210",256,218,6
"1870211",38,40,2
"1870212",34,50,0
"1870213",818,389,24
"1870214",274,93,4
"1870215",378,158,5
"1870216",29,8,0
"1870217",29,36,0
"1870218",15,23,0
"1870219",25,25,0
"1870220",19,24,0
"1870221",11,5,0
"1870222",0,0,0
"1870223",75,81,2
"1870224",10,50,0
"1870225",1,10,0
"1870226",103,56,0
"1870301",1002,723,16
"1870302",1227,1068,23
"1870303",519,278,10
"1870304",1385,926,18
"1870305",1316,1061,26
"1870306",1436,951,20
"1870307",1397,1111,29
"1870308",808,462,10
"1870401",653,206,12
"1870402",521,378,12
"1870403",755,542,14
"1870404",934,714,17
"1870405",889,212,8
"1870406",1022,182,12
"1870407",867,204,10
"1870408",1544,774,26
"1870409",1191,1415,24
"1870410",56,25,2
"1870411",1171,799,22
"1890101",126,46,3
"1890102",34,16,0
"1890103",65,89,2
"1890104",120,95,2
"1890105",52,28,3
"1890110",193,23,0
"1890111",223,78,1
"1890112",312,39,3
"1890202",32,57,0
"1890203",59,79,0
"1890204",132,122,5
"1890205",16,30,0
"1890206",11,10,1
"1890213",86,31,1
"1890214",314,148,9
"1890215",124,37,1
"1890304",332,121,0
"1890305",525,101,3
"1890306",13,21,0
"1890307",106,56,0
"1890308",21,8,0
"1890316",374,142,10
"1890317",66,17,0
"1890318",463,96,3
"1890406",142,117,2
"1890407",569,149,5
"1890408",303,75,4
"1890409",247,99,3
"1890419",102,12,0
"1890420",198,28,1
"1910101",136,47,1
"1910201",41,6,0
"1910202",191,32,1
"1910301",57,11,0
"1910302",133,27,0
"1910401",160,19,0
"1910402",89,19,1
"1930001",453,78,5
"1930004",55,11,1
"1930005",82,15,0
"1930007",663,154,9
"1930009",115,19,1
"1930012",124,9,0
"1930014",106,16,0
"1930015",100,5,1
"1930017",85,12,0
"1930022",561,109,8
"1930023",451,79,3
"1950001",349,38,8
"1950002",22,8,0
"1950003",155,5,1
"1950004",314,23,1
"1950005",273,22,4
"1950006",350,37,4
"1950007",29,0,1
"1950009",60,5,1
"1970001",265,49,1
"1970002",220,41,2
"1970003",217,44,1
"1970004",271,51,0
"1990001",569,241,2
"1990002",2095,291,12
"1990003",293,13,2
"1990004",394,35,2
"1990005",314,16,0
"1990006",2106,277,11
"1990007",403,26,1
"1990008",386,46,2
"1990009",1031,263,3
"1990010",1044,424,3
"1990011",430,53,1
"1990012",457,67,1
"1990013",1169,103,4
"1990014",704,65,5
"1990015",897,123,3
"1990016",1062,112,4
"1990017",600,41,2
"1990018",2923,373,11
"1990019",514,67,2
"2010001A",478,1476,33
"2010001B",0,0,0
"2010002",308,869,12
"2010003",331,839,13
"2010004",343,980,21
"2010005",291,818,19
"2010006",912,1180,18
"2010007",17,383,3
"2010008",427,661,9
"2010009",187,840,9
"2010010",158,678,6
"2010011",136,665,4
"2010012",110,144,2
"2010013",856,480,15
"2010014",532,782,14
"2010015",956,1292,23
"2010016",393,801,10
"2010017",250,444,6
"2010018",393,651,6
"2010019",208,750,10
"2010020",256,1053,16
"2010021",112,584,4
"2010022",166,972,13
"2010023",24,166,1
"2010024",54,370,1
"2010025",16,307,3
"2010026",192,945,10
"2010027",305,1514,19
"2010028",901,820,21
"2010029",271,667,11
"2010030",446,1481,16
"2010031",38,946,3
"2010032",498,1431,20
"2010033",627,2019,28
"2010034",317,1809,12
"2010035",1,2,0
"2010036",277,985,8
"2010037",448,1479,24
"2010038",540,1732,16
"2010039",417,1882,18
"2010040",135,264,4
"2010041",311,516,4
"2010042",10,394,2
"2010043",378,664,13
"2010044",158,781,10
"2010045",477,2443,15
"2010046",187,909,6
"2010047",38,537,3
"2010048",48,352,2
"2010049",1354,866,20
"2010050",980,1358,13
"2010051",667,272,9
"2010052",561,1222,16
"2010053",666,1574,26
"2010054",427,814,14
"2010055",531,1334,21
"2010056",488,454,18
"2010057",717,1770,33
"2010058",743,1575,32
"2010059",651,1364,19
"2010060",361,1718,21
"2010061",194,587,8
"2010062",182,767,5
"2010063",745,217,13
"2010064",158,765,3
"2010065",146,742,2
"2010066",79,377,3
"2010067",216,1035,3
"2010068",45,1330,12
"2010069",78,456,3
"2010070",1293,1503,19
"2010071",1356,2441,52
"2010072",263,784,2
"2010073",461,664,8
"2010074",1751,767,20
"2010075",427,908,27
"2010076",557,675,8
"2010077",1,5,0
"2010078",184,594,1
"2010079",213,960,10
"2010080",298,1001,9
"2010081",243,656,4
"2010082",1301,705,30
"2010083A",653,1374,10
"2010083B",12,25,0
"2010084",473,219,8
"2010085",37,875,4
"2010086",845,1724,45
"2010087",1006,1095,17
"2010088",294,148,0
"2010089",361,492,4
"2010090",1683,818,26
"2010091",482,447,12
"2010092",934,694,13
"2010093",378,965,9
"2010094",36,188,2
"2010095",1053,814,15
"2010096",137,858,7
"2010097",1895,726,12
"2010098",1403,332,9
"2010099",307,473,5
"2010100",258,339,4
"2010101",58,207,1
"2010102",151,482,4
"2010103",1189,1618,15
"2010104",33,894,7
"2010105",217,739,4
"2010106",37,47,1
"2010107",102,693,2
"2010108",706,804,13
"2010109",36,1103,6
"2010110",987,935,12
"2010111",2095,1270,25
"2010112",1060,743,17
"2010113",698,822,10
"2010114",1742,814,15
"2010115",55,373,3
"2010116",1517,811,17
"2010117",251,581,5
"2010118",936,1273,21
"2010119",2148,803,23
"2010120",1171,1155,34
"2010121",299,190,6
"2010122",34,796,3
"2010123",168,818,8
"2010124",3226,1248,33
"2010125",634,696,8
"2010126",1843,419,24
"2010127",654,276,11
"2010128",796,881,13
"2010129",1582,1745,24
"2010130",986,603,8
"2010131",202,866,3
"2010132",37,1054,3
"2010133",888,1161,21
"2010134",296,551,4
"2010135",1154,1083,13
"2010136",66,1115,6
"2010137",762,490,8
"2010138",32,642,4
"2010139",846,1747,15
"2010140",241,1726,19
"2010141",146,149,0
"2010142",86,305,1
"2010143A",0,0,0
"2010143B",279,232,3
"2010143C",1071,892,13
"2010144",14,437,3
"2010145",20,621,1
"2010146",454,951,14
"2010147",199,1270,11
"2010148",544,1365,17
"2010149",1901,2061,20
"2010150",21,583,1
"2010151",19,265,1
"2010152",215,888,6
"2010153",166,574,3
"2010154",199,862,5
"2010155",1504,1155,12
"2010156",88,1539,7
"2010157",55,889,2
"2010158",36,1127,6
"2010159",65,454,6
"2010160",8,257,2
"2010161",22,452,1
"2010162",130,379,8
"2010163",380,896,8
"2010164",16,507,3
"2010165",759,737,14
"2010166",222,612,7
"2010167",1,4,0
"2010168",12,185,0
"2010169",40,957,3
"2010170",341,435,6
"2010171",32,604,2
"2010172",78,258,1
"2010173",1920,860,18
"2010174",1308,978,17
"2010175",738,1109,12
"2010176",363,546,8
"2010177",488,749,11
"2010178",751,646,16
"2010179",407,637,13
"2010180",58,1081,7
"2010181",218,791,6
"2010182",1137,1669,23
"2010183",932,955,8
"2010184",107,321,4
"2010185",241,744,5
"2010186",38,308,1
"2010187",23,85,0
"2010188",180,459,3
"2010189",479,621,15
"2010190",217,517,7
"2010191",133,299,3
"2010192",48,782,7
"2010193",15,489,0
"2010194",305,1295,11
"2010195",63,757,4
"2010196",13,140,1
"2010197",42,1065,4
"2010198",6,184,0
"2010199",1672,679,24
"2010200",973,1752,32
"2010201",12,252,2
"2010202",11,525,3
"2010203",62,305,2
"2010204",1063,1406,17
"2010205",31,778,2
"2010206",417,1413,20
"2010207",199,592,6
"2010208",256,765,4
"2010209",0,0,0
"2010210",200,1513,18
"2010211",401,938,12
"2010212",98,384,3
"2010213",1702,786,12
"2010214",624,715,7
"2010215",753,953,12
"2010216",56,787,10
"2010217",1076,1019,18
"2010218",315,1172,10
"2010219",84,1329,6
"2010220",529,320,7
"2010221",429,953,15
"2010222",708,1413,15
"2010223",327,1739,13
"2010224",543,1137,12
"2010225",611,1134,20
"2010226",223,920,4
"2010227",789,541,7
"2010228",33,722,4
"2010229",83,253,3
"2010230",25,383,3
"2010231",204,847,5
"2010232",568,771,12
"2010233",1125,2360,25
"2010234",1895,1120,19
"2010235",20,544,6
"2010236",39,732,3
"2010237",27,775,1
"2010238",24,716,0
"2010239",43,745,1
"2010240",41,1012,3
"2010241",262,649,4
"2010242",290,390,3
"2010243",5,248,0
"2010244",727,995,12
"2010245",1386,1087,21
"2010246",1373,1089,21
"2010247",21,616,2
"2010248",135,512,4
"2010249",763,469,12
"2010250",15,340,1
"2010251",105,887,5
"2010252",32,941,4
"2010253",27,779,6
"2010254",109,489,2
"2010255",569,1074,12
"2010256",514,1268,11
"2010257",278,1038,10
"2010258",1469,851,16
"2010259",40,1131,7
"2010260",326,442,7
"2010261",147,441,1
"2010262",1069,1188,32
"2010263",1671,943,15
"2010264",707,885,13
"2010265",1509,888,17
"2010266",314,623,5
"2010267",200,397,0
"2010268",758,972,9
"2010269",1045,560,4
"2010270",1026,1272,22
"2010271",44,1292,4
"2010272",294,813,11
"2010273",1214,548,9
"2010274",800,692,11
"2010275",123,594,3
"2010276",23,1030,5
"2010277",242,532,0
"2010278",521,810,7
"2010279",511,415,5
"2010280",175,507,4
"2010281",583,1003,10
"2010282",588,711,11
"2010283A",369,2414,17
"2010283B",2,24,0
"2010284",567,1197,16
"2010285",94,1208,5
"2010286",150,1810,6
"2010287",493,739,14
"2010288",19,987,4
"2010289",235,517,7
"2010290",619,263,5
"2010291",265,463,3
"2010292",71,569,2
"2010293",403,779,12
"2010294",13,826,5
"2010295",16,297,0
"2010296",443,522,11
"2010297",287,595,2
"2010298",567,737,13
"2010299",165,465,7
"2010300",2532,1238,27
"2010301",341,615,4
"2010302",695,741,5
"2010303",1657,795,13
"2010304",703,835,13
"2010305",676,1874,9
"2010306",809,531,7
"2010307",1208,830,14
"2010308",137,528,5
"2010309",1716,925,24
"2010310",541,371,10
"2010311",582,739,11
"2010312",926,1096,12
"2010313",12,16,1
"2010314",1692,1710,20
"2010315",540,545,10
"2010316",454,580,7
"2010317",131,477,4
"2010318",121,1826,9
"2010319",69,983,5
"2010320",229,454,8
"2010321",258,785,2
"2010322",133,327,2
"2010323",306,615,6
"2010324",967,899,19
"2010325",187,706,4
"2010326",118,230,0
"2010327",35,692,3
"2010328",173,410,4
"2010329",223,547,7
"2010330",470,727,22
"2010331",817,744,15
"2010332",150,1620,8
"2010333",1336,727,17
"2010334",58,250,2
"2010335",133,542,2
"2010336",290,2738,16
"2010337",55,394,1
"2010338",548,1338,15
"2010339",167,758,3
"2010340",1610,824,17
"2010341",124,432,2
"2010342",77,349,2
"2010343",191,870,8
"2010344",24,442,3
"2010345",123,661,6
"2010346",0,0,0
"2010347",961,866,15
"2010348",625,366,4
"2010349",377,317,6
"2010350",492,1424,14
"2010351",2233,902,22
